id,college,state,district
20904,"GALAXY SOFTECH, JAIPUR   ",Rajasthan,Jaipur
20905,GANDHI INSTITUTE OF SCIENCE AND TECHNOLOGY BHOPAL   ,Madhya Pradesh,Bhopal
20906,GARHWAL INFOTECH TEHRI GARHWAL   ,Uttrakhand,Tehri Garhwal
20907,GEETA VERMA INSTITUTE OF TECHNOLOGY CHHINDWARA   ,Madhya Pradesh,Chhindwara
20908,GENIUS INFORMATION COMPUTER SYSTEM  GICS) SIKAR   ,Rajasthan,Sikar
20909,GICTS  GWALIOR INSTITUTE FOR COMPUTER TECHNOLOGY & SCIENCE) GWALIOR   ,Madhya Pradesh,Gwalior
20910,G-INTITUTE OF INFORMATION TECHNOLOGY RAJNANDGAON   ,Chhatisgarh,Rajnandgaon
20911,GLOBAL INSTITUTE OF MANAGEMENT TECHNOLOGY NEW DELHI   ,Delhi,New Delhi
20912,GLOBAL IT PLANET NARSINGHPUR   ,Madhya Pradesh,Narsimhapur
20913,GRAFIX COMPUTER EDUCATION GUNA   ,Madhya Pradesh,Guna
20914,GRENADIERS REGIMENTAL CENTRE JABALPUR   ,Madhya Pradesh,Jabalpur
20915,"GULBARGA INSTITUTE OF COMPUTER SCIENCES, GULBARGA   ",Karnataka,Gulbarga
20916,GUPTA COMPUTER EDUCATION SARANGARH   ,Chhatisgarh,Raigarh
20917,GURUKUL INSTITUTE OF COMPUTER SCIENCE SHAMLI   ,Uttar Pradesh,Muzaffarnagar
20918,GURUKUL INSTITUTE OF INFORMATION TECHNOLOGY ROORKEE   ,Uttrakhand,Hardwar
20919,GYAN GANGA MAHAV ,Madhya Pradesh,Gwalior
20920,GYAN SAGAR INSTITUTE OF COMPUTER SCIENCE & APPLICATION JABALPUR   ,Madhya Pradesh,Jabalpur
20921,"HALLMARK COMPUTER SERVICES, RATLAM   ",Madhya Pradesh,Ratlam
20922,HARMILAP INSTITUTE OF COMPUTER & TECHNOLOGY BURHAR   ,Madhya Pradesh,Shahdol
20923,"HARMILAP INSTITUTE OF COMPUTER & TECHNOLOGY, SHAHDOL   ",Madhya Pradesh,Shahdol
20924,"HARSH INSTITUTE OF PROFESSIONAL CARRIER, MEERUT   ",Uttar Pradesh,Meerut
20925,"HINDI ACADEMY DELHI, NEW DELHI   ",Delhi,New Delhi
20926,"HI-TECH COMPUTER ACADEMY, KHANDWA   ",Madhya Pradesh,Khandwa
20927,H.K. HITECH JODHPUR   ,Rajasthan,Jodhpur
20928,HORIZON ACADEMY SEONI MALWA   ,Madhya Pradesh,Hoshangabad
20929,HOWARD INSTITUTE OF COMPUTER TECHNOLOGY GWALIOR   ,Madhya Pradesh,Gwalior
20930,"IAAN SCHOOL OF MASS COMMUNICATION, NEW DELHI   ",Delhi,New Delhi
20931,IBM ADVANCED CAREER EDUCATION BARRACKPORE   ,West Bengal,Kolkata
20932,I-CAT INSTITUTE OF COMPUTER APPLICATION & TECHNOLOGY JABALPUR   ,Madhya Pradesh,Jabalpur
20933,ICCI COMPUTER ACADEMY BHOPAL   ,Madhya Pradesh,Bhopal
20934,ICON COMPUTER EDUCATION SAUSAR   ,Madhya Pradesh,Chhindwara
20935, ,Madhya Pradesh,Sehore
20936,IITM  INSTITUTE OF IT & MANAGEMENT) SABALGARH   ,Madhya Pradesh,Morena
20937,IMARAT INSTITUTE OF COMPUTER AND ELECTONICS PATNA   ,Bihar,Patna
20938,INDIA COMPUTER CENTRE RAJNANDGAON   ,Chhatisgarh,Rajnandgaon
20939,INDIRA GANDHI COMPUTER TECHNOLOGY BEOHARI   ,Madhya Pradesh,Shahdol
20940,INDIRA GANDHI INSTITUTE OF SCIENCE & TECHNOLOGY BHOPAL   ,Madhya Pradesh,Bhopal
20941,"INDRA INSTITUTE OF COMPUTER EDUCATION, BHIND   ",Madhya Pradesh,Bhind
20942,INFO INSTITUTE OF INFORMATION TECHNOLOGY RISHIKESH   ,Uttrakhand,Dehradun
20943,INFO-LINE INSTITUTE OF TECHNICAL EDUCATION RAJGARH   ,Rajasthan,Alwar
20944,INFO MEDIA BARMER   ,Rajasthan,Barmer
20945,INFORMATION TECHNOLOGY DEVELOPMENT CENTRE RATLAM   ,Madhya Pradesh,Ratlam
20946,"INFORMATION TECHNOLOGY INSTITUTE, SIKAR   ",Rajasthan,Sikar
20947,INFORMATION TECHNOLOGY TRAINING CELL DHOLPUR   ,Rajasthan,Dhaulpur
20948,INFOTECH COMPUTER ACADEMY INDORE   ,Madhya Pradesh,Indore
20949,"INK MEDIA SCHOOL OF JOURNALISM, SAGAR   ",Madhya Pradesh,Sagar
20950,INNERTECH INSTITUTE OF COMPUTER SCIENCE & TECHNOLOGY AMLAI   ,Madhya Pradesh,Shahdol
20951,INSTITUTE FOR COMPUTER SCIENCE GORAKHPUR   ,Uttar Pradesh,Gorakhpur
20952,"INSTITUTE FOR MEDIA MANAGEMENT & COMMUNICATION STUDIES , NEW DELHI   ",Delhi,New Delhi
20953,"INSTITUTE OF COMPUTER EXCELLENCE  ICE), SATNA   ",Madhya Pradesh,Satna
20954,INSTITUTE OF COMPUTER LEARNING  ICL) JAIPUR   ,Rajasthan,Jaipur
20955,INSTITUTE OF COMPUTER MANAGEMENT & TECHNOLOGY MULTAI   ,Madhya Pradesh,Betul
20956,INSTITUTE OF COMPUTER SCIENCE & TECHNOLOGY BETUL   ,Madhya Pradesh,Betul
20957,INSTITUTE OF COMPUTER SCIENCE & TECHNOLOGY BINA   ,Madhya Pradesh,Sagar
20958,INSTITUTE OF COMPUTER SCIENCE & TECHNOLOGY BINA1   ,Madhya Pradesh,Sagar
20959,"INSTITUTE OF COMPUTER SCIENCE & TECHNOLOGY, JABALPUR   ",Madhya Pradesh,Jabalpur
20960,"INSTITUTE OF COMPUTER TECHNOLOGY, KOTA   ",Rajasthan,Kota
20961,INSTITUTE OF INFORMATION TECHNOLOGY & SCIENCE NAJIBABAD   ,Uttar Pradesh,Bijnor
20962,INSTITUTE OF INTEGRATED PROFESSIONAL STUDIES SHILLONG   ,Meghalaya,East Khasi Hills
20963,"INSTITUTE OF MANAGEMENT DEVELOPMENT AND RESEARCH , NEW DELHI   ",Delhi,New Delhi
20964,"INSTITUTE OF MANAGEMENT DEVELOPMENT & RESEARCH,NEW DELHI   ",Delhi,New Delhi
20965,"INSTITUTE OF MEDIA & COMMUNICATION, INDORE   ",Madhya Pradesh,Indore
20966,"INSTITUTE OF MEDIA & TECHNOLOGY, GURGAON   ",Haryana,Gurgaon
20967,"INSTITUTE OF PROFESSIONAL STUDIES, MEERUT   ",Uttar Pradesh,Meerut
20968,INSTITUTE OF SOFTWARE TECHNOLOGY BHOPAL   ,Madhya Pradesh,Bhopal
20969,"INSTITUTE TO PROFESSIONAL EDUCATION, MODINAGAR   ",Uttar Pradesh,Mahrajganj
20970,INSTITUTION OF ENGINEERING AND TECHNOLOGY GUWAHATI   ,Assam,Kamrup
20971,INTEGRAL INSTITUTE OF COMPUTER LEARNING LUCKNOW   ,Uttar Pradesh,Lucknow
20972,INTELLICON COMPUTERS BHOPAL   ,Madhya Pradesh,Bhopal
20973,INTERMATICS COMPUTER CENTRE PARASIA   ,Madhya Pradesh,Chhindwara
20974,"INTERNATIONAL INSTITUTE OF JOURNALISM & MASS COMMUNICATION , LUCKNOW   ",Uttar Pradesh,Lucknow
20975,IOCS COMPUTER EDUCATION KANPUR   ,Uttar Pradesh,Kanpur Nagar
20976,"IPS ACADEMY, Indore   ",Madhya Pradesh,Indore
20977,ISLAMIA INSTITUTE OF COMPUTER SCIENCE AND MANAGEMENT INDORE   ,Madhya Pradesh,Indore
20978,ITC TECHNOSOFT VARANASI   ,Uttar Pradesh,Varanasi
20979,JABALI K.S. COMPUTER INSTITUTE JABALPUR   ,Madhya Pradesh,Jabalpur
20980,JABALPUR COMPUTERS & INFORMATION TECHNOLOGY JABALPUR   ,Madhya Pradesh,Jabalpur
20981,"JABALPUR INSTITUTE OF COMPUTER SCIENCE, JABALPUR   ",Madhya Pradesh,Jabalpur
20982,"JABALPUR INSTITUTE OF INFORMATION TECHNOLOGY , JABALPUR   ",Madhya Pradesh,Jabalpur
20983,JABALPUR V ,Madhya Pradesh,Jabalpur
20984,"JAGAT PATHAK PATRAKARITA SANSTHAN,BHOPAL   ",Madhya Pradesh,Bhopal
20985,JAI BHARTI INSTITUTE OF PROFESSIONAL STUDIES UJJAIN   ,Madhya Pradesh,Ujjain
20986,JAI NARSINGH COMPUTER INSTITUTE KARELI   ,Madhya Pradesh,Narsimhapur
20987,JAIN INSTITUTE GWALIOR   ,Madhya Pradesh,Gwalior
20988,"JANDARSHAN, RAIPUR   ",Chhatisgarh,Raipur
20989,JAWAHARLAL NEHRU INSTITUTE OF COMPUTER TECHNOLOGY REWA   ,Madhya Pradesh,Rewa
20990,JAYANTI COMPUTER EDUCATION CENTRE KANPUR   ,Uttar Pradesh,Kanpur Nagar
20991,J.D. COMPUTER EDUCATION CENTRE SAGAR   ,Madhya Pradesh,Sagar
20992,JET-POINT COMPUTER CENTRE BHOPAL   ,Madhya Pradesh,Bhopal
20993,J.M. COMPUTER ITARSI   ,Madhya Pradesh,Hoshangabad
20994,"JYOTI INSTITUTE OF INFORMATION TECHNOLOGY , BAREILLY   ",Uttar Pradesh,Bareilly
20995,KADAMBINI COMPUTER INSTITUTE UJJAIN   ,Madhya Pradesh,Ujjain
20996,KAL ,Madhya Pradesh,Ujjain
20997,KALINGA EDUCATION ACADEMY BHILAI   ,Chhatisgarh,Durg
20998,KALPTARU COMPUTER INDORE   ,Madhya Pradesh,Indore
20999,Karmveer V ,Madhya Pradesh,Khandwa
21000,KAWA INSTITUTE   ,Jammu and Kashmir,Jammu
21001,KAWA INSTITUTE JAMMU   ,Jammu and Kashmir,Jammu
21002,KAWA INSTITUTE KATHUA   ,Jammu and Kashmir,Kathua
21003,KAWA INSTITUTE POONCH   ,Jammu and Kashmir,Punch
21004,KAWA INSTITUTE REASI   ,Jammu and Kashmir,Reasi
21005,KAWA INSTITUTE SRINAGAR   ,Jammu and Kashmir,Srinagar
21006,KAWA INSTITUTE VIJAYPUR   ,Jammu and Kashmir,Jammu
21007,KB INSTITUTE OF TECHNOLOGY & MANAGEMENT FAIZABAD   ,Uttar Pradesh,Faizabad
21008,KCE INSTITUTE OF PROFESSIONALS NARSINGHPUR   ,Madhya Pradesh,Narsimhapur
21009,KESHAV INSTITUTE OF COMPUTER SCIENCE HATTA   ,Madhya Pradesh,Damoh
21010,KHANDELWAL COMPUTER RESEARCH INSTITUTE ALWAR   ,Rajasthan,Alwar
21011,K.K. EDUCATION INSTITUTE JABALPUR   ,Madhya Pradesh,Jabalpur
21012,KNOVICE EDUCATION PVT. LTD. MATHURA   ,Uttar Pradesh,Mathura
21013,"KORBA COMPUTER CENTRE, KORBA   ",Chhatisgarh,Korba
21014,KOTMA INSTITUTE OF COMPUTER & TECHNOLOGY KOTMA   ,Madhya Pradesh,Anuppur
21015,K.R. COMPUTER INSTITUTE AMBIKAPUR   ,Chhatisgarh,Surguja
21016,KRISHNA COMPUTER INSTITUTE INDORE   ,Madhya Pradesh,Indore
21017,KRISHNA INFOTECH BHOPAL   ,Madhya Pradesh,Bhopal
21018,KUMAR INSTITUTE OF MANAGEMENT & INFORMATION TECHNOLOGY   ,Uttar Pradesh,Kanpur Nagar
21019,LAKSHYA INSTITUTE OF COMPUTER TRAINING DEWAS   ,Madhya Pradesh,Dewas
21020,LAKSHYA INSTITUTE OF PROFESSIONAL STUDIES GWALIOR   ,Madhya Pradesh,Gwalior
21021,LAL BAHADUR SHASTRI INSTITUTE OF COMPUTER SCIENCE PRATAPGARH   ,Rajasthan,Pratapgarh
21022,LAL BAHADUR SHASTRI INSTITUTE OF COMPUTER SCIENCE & TECHNOLOGY DHANPURI   ,Madhya Pradesh,Shahdol
21023,LAXMIBAI COMPUTER ACADEMY PANAGAR   ,Madhya Pradesh,Jabalpur
21024,LAXMI BAI SAHUJI COLLEGE JABALPUR   ,Madhya Pradesh,Jabalpur
21025,LCC COMPUTER EDUCATION MANDLA   ,Madhya Pradesh,Mandla
21026,"LIBRARY & INFORMATION TECHNOLOGY INSTITUTE,GORAKHPUR   ",Uttar Pradesh,Gorakhpur
21027,LOGICAL CONCEPTS COMPUTER EDUCATION SEONI   ,Madhya Pradesh,Seoni
21028,LOHIA INSTITUTE OF TECHNOLOGY ORAI   ,Uttar Pradesh,Jalaun
21029,LOKMANYA TILAK VIGYAN EVAM VANIJYA MAHAV ,Madhya Pradesh,Ujjain
21030,LORD BUDDHA EDUCATION FOUNDATION KATHMANDU   ,Nagaland,Kohima
21031,MAA BHAGWATI INFOTECH JODHPUR   ,Rajasthan,Jodhpur
21032,"MAA LAXMI PATRAKARITA INSTITUTE, TIKAMGARH   ",Madhya Pradesh,Tikamgarh
21033,MAA NARMADA INSTITUTE OF PROFESSIONAL EDUCATION DHAMNOD   ,Madhya Pradesh,Dhar
21034,"Madhyam Parisar, No ",Uttar Pradesh,Gautam Buddha Nagar
21035,MAGICAL INSTITUTE OF MEDIA STUDIES SAGAR   ,Madhya Pradesh,Sagar
21036,MAHAKAL INSTITUTE OF COMPUTER TECHNOLOGY BHIND   ,Madhya Pradesh,Bhind
21037,MAHARAJA ACADEMY OF COMPUTER SCIENCES UJJAIN   ,Madhya Pradesh,Ujjain
21038,MAHARAJA AGRASEN INSTITUTE OF COMPUTER SCIENCE MAIHAR   ,Madhya Pradesh,Satna
21039,MAHATMA GANDHI INSTITUTE FOR COMPUTER SCIENCE & TECHNOLOGY JABALPUR   ,Madhya Pradesh,Jabalpur
21040,MAHATMA GANDHI INSTITUTE OF COMPUTER EDUCATION CENTRE BHOPAL   ,Madhya Pradesh,Bhopal
21041,MAHAVEER INSTITUTE OF TECHNOLOGY MEERUT   ,Uttar Pradesh,Meerut
21042,MAHOBIA CAMPUS OF INFORMATION TECHNOLOGY RAJNANDGAON   ,Chhatisgarh,Rajnandgaon
21043,MAIPS INSTITUTE GWALIOR   ,Madhya Pradesh,Gwalior
21044,"MARG INSTITUTE OF INFORMATION TECHNOLOGY, HALDWANI   ",Uttrakhand,Nainital
21045,MARUTI COMPUTER ACEDEMY BIAORA   ,Madhya Pradesh,Rajgarh
21046,MASTEK ACADEMY BHOPAL   ,Madhya Pradesh,Bhopal
21047,MAXXI COMPUTER EDUCATION JAIPUR   ,Rajasthan,Jaipur
21048,MCS- MAHAN COMPUTER SERVICE MANDLA   ,Madhya Pradesh,Mandla
21049,M.D. COMPUTERS EDUCATION LALSOT   ,Rajasthan,Dausa
21050,MEDIA COMPUTER EDUCATION GANJBASODA   ,Madhya Pradesh,Vidisha
21051,MEGA BYTE COMPUTER ACADEMY DEWAS   ,Madhya Pradesh,Dewas
21052,MEGACOM COMPUTER ACADEMY AJMER   ,Rajasthan,Ajmer
21053,MIC INSTITUTE OF COMMUNICATION HOSHANGABAD   ,Madhya Pradesh,Hoshangabad
21054,MICROSYS INSTITUTE OF COMPUTER EDUCATION BHOPAL   ,Madhya Pradesh,Bhopal
21055,MICROSYS INSTITUTE OF COMPUTER TECHNOLOGY UMARIA   ,Madhya Pradesh,Umaria
21056,MICROTECH COMPUTER INSTITUTE OF TECHNOLOGY SIRONJ   ,Madhya Pradesh,Vidisha
21057,MICROTEK INSTITUTE OF INFORMATION TECHNOLOGY VARANASI   ,Uttar Pradesh,Varanasi
21058,MICT  MORENA INSTITUTE FOR COMPUTER TECHNOLOGY) MORENA   ,Madhya Pradesh,Morena
21059,MILLENIUM COMPUTER EDUCATION BUNDI   ,Rajasthan,Bundi
21060,M.L.C. COMPUTER KORBA   ,Chhatisgarh,Korba
21061,MODAK INSTITUTE OF COMPUTER & MANAGEMENT KHARGONE   ,Madhya Pradesh,Khargone
21062,MODEL ACADEMY FOR ADVANCED TECHNOLOGY GWALIOR   ,Madhya Pradesh,Gwalior
21063,M.P.S. SHIKSHA MAHAV ,Madhya Pradesh,Gwalior
21064,"M.S.PANWAR INSTITUTE OF COMMUNICATION AND MANAGEMENT , SOLAN   ",Himachal Pradesh,Solan
21065,MULTI ELECTRONICS TECHNICAL PRASHIKSHAN KENDRA JABALPUR   ,Madhya Pradesh,Jabalpur
21066,NAC-MIT COMPUTERS DONGARGARH   ,Chhatisgarh,Rajnandgaon
21067,NAGAJI INSTITUTE OF TEACHERS EDUCATION GWALIOR   ,Madhya Pradesh,Gwalior
21068,"NAGAJI INSTITUTE OF TEACHERS EDUCATION, GWALIOR   ",Madhya Pradesh,Gwalior
21069,NARMADA MEDIA AND COMPUTERS ACADEMY JABALPUR   ,Madhya Pradesh,Jabalpur
21070,N.A.S. INSTITUTE OF PROFESSIONAL STUDIES PORSA   ,Madhya Pradesh,Morena
21071,NAVANKUR COMPUTER SIRONJ   ,Madhya Pradesh,Vidisha
21072,NAVRANG INSTITUTE OF COMPUTER EDUCATION AMRITSAR   ,Punjab,Amritsar
21073,"NCS COMPU, NAGAUR   ",Rajasthan,Nagaur
21074,NEHRU COMPUTER EDUCATION CENTRE MAHOBA   ,Uttar Pradesh,Mahoba
21075,NEO-TECH COMPUTER INSTITUTE PIPARIYA   ,Madhya Pradesh,Hoshangabad
21076,NEPS NEEMUCH   ,Madhya Pradesh,Neemuch
21077,NETAJI INSTITUTE OF PROFESSIONAL STUDIES ROHTAK   ,Haryana,Rohtak
21078,NETWAVES INSTITUTE OF COMPUTER EDUCATION BHOPAL   ,Madhya Pradesh,Bhopal
21079,NEW HI-TECH COMPUTER CENTRE BARELI   ,Madhya Pradesh,Raisen
21080,NEW INSTITUTE OF COMPUTER SANGRUR   ,Punjab,Sangrur
21081,"NEW INSTITUTE OF SOCIAL COMMUNICATIONS, RESEARCH & TRAINING  NISCORT) , GHAZIABAD   ",Uttar Pradesh,Ghaziabad
21082,NEW STEPS TECHNOLOGY GORAKHPUR   ,Uttar Pradesh,Gorakhpur
21083,NIC COMPUTER AND I.T. REWA   ,Madhya Pradesh,Rewa
21084,"NICE INSTITUTE OF COMPUTER EDUCATION , MANDLA   ",Madhya Pradesh,Mandla
21085,NICE INSTITUTE OF TECHNOLOGY MARTHANDAM   ,Tamil Nadu,Kanniyakumari
21086,NICT COMPUTER ACADEMY SINGRAULI   ,Madhya Pradesh,Sidhi
21087,"NIILM SCHOOL OF MASS COMMUNICATION, NEW DELHI   ",Delhi,New Delhi
21088,"NIMAR INSTITUTE OF INFORMATION TECHNOLOGY & SCIENCE , KHARGONE   ",Madhya Pradesh,Khargone
21089,NIPS COMPUTER CENTRE ALLAHABAD   ,Uttar Pradesh,Allahabad
21090,"NISTHA INSTITUTE OF SCIENCE & TECHNOLOGY, AZAMGARH   ",Uttar Pradesh,Azamgarh
21091,NLS INSTITUTE OF COMPUTER TECHNOLOGY KOTA   ,Rajasthan,Kota
21092,NORTH INDIA COMPUTER & ELECTRONICS PATNA   ,Bihar,Patna
21093,"NRAI SCHOOL OF MASS COMMUNICATION , NEW DELHI   ",Delhi,New Delhi
21094,OASIS INSTITUTE OF COMPUTER EDUCATION GOHAD   ,Madhya Pradesh,Bhind
21095,OJASWINI INSTITUTE OF COMPUTER IT AND JOURNALISM DAMOH   ,Madhya Pradesh,Damoh
21096,"OJASWINI INSTITUTE OF COMPUTER IT AND JOURNALISM, DAMOH   ",Madhya Pradesh,Damoh
21097,OMEGA COMPUTER INSTITUTION MANDI   ,Himachal Pradesh,Mandi
21098,ORBIT INSTITUTE OF COMPUTER SCIENCE UJJAIN   ,Madhya Pradesh,Ujjain
21099,"PACE COMPUTER INSTITUTE, KATNI m   ",Madhya Pradesh,Katni
21100,PADMA DEVI INSTITUTE OF COMPUTER & ENGINEERING RAIPUR   ,Chhatisgarh,Raipur
21101,PANAROMA SYSTEMS PRIVATE LIMITED PALI-MARWAR   ,Rajasthan,Pali
21102,PANNA INSTITUTE OF COMPUTER SCIENCE PANNA   ,Madhya Pradesh,Panna
21103,PATEL COMPUTERS RAJKOT   ,Gujarat,Rajkot
21104,PATNA MUSLIM HIGH SCHOOL-CUM SCIENCE COLLEGE PATNA   ,Bihar,Patna
21105,PATNA PUBLIC SCHOOL OF INFORMATION TECHNOLOGY PATNA   ,Bihar,Patna
21106,P.C.L. COMPUTER EDUCATION BETUL   ,Madhya Pradesh,Betul
21107,P.C.S.T. COMPUTERS AMLA   ,Madhya Pradesh,Betul
21108,"PEOPLE'S INSTITUTE OF MEDIA STUDIES, BHOPAL   ",Madhya Pradesh,Bhopal
21109,P.G. COLLEGE OF TECHNOLOGY GUWAHATI   ,Assam,Kamrup
21110,"PIONEER MEDIA SCHOOL, NO ",Uttar Pradesh,Gautam Buddha Nagar
21111,P.L.S. COMPUTER ACADEMY BAGDONA   ,Madhya Pradesh,Betul
21112,PROMINENT ACADEMY OF COMPUTERS EDUCATION JABALPUR   ,Madhya Pradesh,Jabalpur
21113,"P.R.S. COMPTECH PVT. LTD , AJMER   ",Rajasthan,Ajmer
21114,PRT INSTITUTE OF TECHNOLOGY & SCIENCE ANUPPUR   ,Madhya Pradesh,Anuppur
21115,PT. HARISHANKAR SHUKLA ACADEMIC INSTITUTE RAIPUR   ,Chhatisgarh,Raipur
21116,PT. JWALA PRASAD JYOTISHI INSTITUTE OF MEDIA & COMPUTER EDUCATION SAGAR   ,Madhya Pradesh,Sagar
21117,RADIANT INSTITUTE OF PROFESSIONAL STUDIES SHIVPURI   ,Madhya Pradesh,Shivpuri
21118,RA-INSTITUTE OF ADVANCED TECHNOLOGY PALWAL   ,Haryana,Faridabad
21119,RAISEN INSTITUTE OF COMPUTER STUDIES RAISEN   ,Madhya Pradesh,Raisen
21120,RAJASTHAN INSTITUTE OF COMPUTER EDUCATION UDAIPUR   ,Rajasthan,Udaipur
21121,RAJ EDUCATION OF COMPUTER NEEM KA THANA   ,Rajasthan,Sikar
21122,RAJEEV GANDHI COLLEGE OF COMPUTER APPLICATION & TECHNOLOGY SATNA   ,Madhya Pradesh,Satna
21123,RAJEEV GANDHI EDUCATION FOUNDATION THALAYOLAPARMBU   ,Kerala,Kottayam
21124,"RAJEEV GANDHI INSTITUTE OF COMPUTER & INFORMATION TECHNOLOGY , SHAHDOL   ",Madhya Pradesh,Shahdol
21125,RAJEEV GANDHI INSTITUTE OF COMPUTER TECHNOLOGY SINGRAULI   ,Madhya Pradesh,Sidhi
21126,"RAJEEV GANDHI INSTITUTE OF MEDIA AND TECHNOLOGY, JABALPUR   ",Madhya Pradesh,Jabalpur
21127,RAJEEV GANDHI INSTITUTE OF SCIENCE & TECHNOLOGY JABALPUR   ,Madhya Pradesh,Jabalpur
21128,"RAJIV GANDHI COLLEGE OF COMPUTER APPLICATIONS & TECHNOLOGY , SATNA   ",Madhya Pradesh,Satna
21129,RAJIV GANDHI INSTITUTE OF COMPUTER EXCELLENCE  RGICE) SATNA   ,Madhya Pradesh,Satna
21130,RAJIV GANDHI INSTITUTE OF COMPUTER & INFORMATION TECHNOLOGY BURHAR   ,Madhya Pradesh,Shahdol
21131,RAJIV GANDHI INSTITUTE OF COMPUTER TECHNOLOGY ASHOK NAGAR   ,Madhya Pradesh,Ashoknagar
21132,RAJIV GANDHI INSTITUTE PANNA   ,Madhya Pradesh,Panna
21133,RAJRANI KALA & VYAVASAYIK PRASHIKSHAN SANTHAN BAYANA   ,Rajasthan,Bharatpur
21134,RAJRANI KALA & VYAVSAYIK PRASHIKSHAN SANSTHAN KOTA   ,Rajasthan,Kota
21135,RAMA INSTITUTE OF INFORAMTION TECHNOLOGY CHOMU   ,Rajasthan,Jaipur
21136,RAMKRISHNA INFORMATION TECHNOLOGY EDUCATION BANDA   ,Madhya Pradesh,Sagar
21137,RASS-JB INSTITUTE FOR PROFESSIONAL STUDIES DATIA   ,Madhya Pradesh,Datia
21138,RAVEL INSTITUTE OF INFORMATION TECHNOLOGY  RIIT) RAISEN   ,Madhya Pradesh,Raisen
21139,REGIONAL INSTITUTE OF MANAGEMENT & COMPUTER SCIENCE  RIMCS) KATHUA   ,Jammu and Kashmir,Kathua
21140,REGIONAL INSTITUTE OF MANAGEMENT & TECHNOLOGY JABALPUR   ,Madhya Pradesh,Jabalpur
21141,"REPUBLIC INSTITUTE OF INFORMATION TECHNOLOGY, BUNDI   ",Rajasthan,Bundi
21142,R.G.C.S.M. COMPUTER EDUCATION BIAORA   ,Madhya Pradesh,Rajgarh
21143,R.K. CONVENT SCHOOL EDUCATIONAL SOCIETY NEW DELHI   ,Delhi,New Delhi
21144,ROORKEE INSTITUTE OF MANAGEMENT & SCIENCE ROORKEE   ,Uttrakhand,Hardwar
21145,ROYAL INSTITUTE OF IT & MANAGEMENT GWALIOR   ,Madhya Pradesh,Gwalior
21146,ROYAL INSTITUTE OF PROFESSIONAL STUDIES DABRA   ,Madhya Pradesh,Gwalior
21147,RTET ACADEMY OF TECHNICAL EDUCATION NEEM KA THANA   ,Rajasthan,Sikar
21148,"RUNGTA INSTITUTE OF INFORMATION TECHNOLOGY ,DURG   ",Chhatisgarh,Durg
21149,RUNK COMPUTER CENTRE JABALPUR   ,Madhya Pradesh,Jabalpur
21150,SACHDEVA INSTITUTE OF MANAGEMENT AND TECHNOLOGY  SIMAT) NEW DELHI   ,Delhi,New Delhi
21151,SACHDEVA INSTITUTE OF MANAGEMENT AND TECHNOLOGY  SIMAT) VARANASI   ,Uttar Pradesh,Varanasi
21152,SADGURU INSTITUTE OF COMPUTER STUDIES CHITRAKOOT   ,Madhya Pradesh,Satna
21153,SAI BABA INSTITUTE GWALIOR   ,Madhya Pradesh,Gwalior
21154,"SAI INSTITUTE OF INFORMATION AND EDUCATIONAL TECHNOLOGY, BHILAI   ",Chhatisgarh,Durg
21155,SAI INSTITUTE OF INFORMATION & EDUCATIONAL TECHNOLOGY BHILAI   ,Chhatisgarh,Durg
21156,SAKSHI INSTITUTE OF INFORMATION TECHNOLOGY GUNA   ,Madhya Pradesh,Guna
21157,SAM ACADEMY BHOPAL   ,Madhya Pradesh,Bhopal
21158,SAMARPIT COMPUTER INSTITUTE OF TECHNOLOGY BARELI   ,Madhya Pradesh,Raisen
21159,SAMMYAK COMPUTER EDUCATION SHUJALPUR   ,Madhya Pradesh,Shajapur
21160,SAMPOORNA COMPUTER'S EDUCATIONAL GROUP BHOPAL   ,Madhya Pradesh,Balaghat
21161,SANSKAR ACADEMY ASHTA   ,Madhya Pradesh,Sehore
21162,SARA COMPUTER EDUCATION GADARWARA   ,Madhya Pradesh,Narsimhapur
21163,SATNA INSTITUTE OF INFORMATION TECHNOLOGY SATNA   ,Madhya Pradesh,Satna
21164,"SCHOOL OF BROADCASTING & COMMUNICATION, BHOPAL   ",Madhya Pradesh,Bhopal
21165,"SCHOOL OF BROADCASTING & COMMUNICATION, MUMBAI   ",Maharashtra,Mumbai
21166,SCI INSTITUTE OF IT GARHAKOTA   ,Madhya Pradesh,Sagar
21167,"SECT COMPUTERS, SEONI   ",Madhya Pradesh,Seoni
21168,"SECT LEELAWATI INSTITUTE, BALAGHAT   ",Madhya Pradesh,Balaghat
21169,SHAKTI COMPUTER SYSTEMS HAPUR   ,Uttar Pradesh,Ghaziabad
21170,SHARDA INSTITUTE OF MANAGEMENT & TECHNOLOGY HAR ,Uttrakhand,Hardwar
21171,SHARMA COMPUTER EDUCATION CENTRE KOTPUTLI   ,Rajasthan,Jaipur
21172,SHARP COMPUTER CENTRE TIKAMGARH   ,Madhya Pradesh,Tikamgarh
21173,SHEETAL COMPUTERS HARDA   ,Madhya Pradesh,Harda
21174,SHEETAL INSTITUTE OF COMPUTER SCIENCE AMBIKAPUR   ,Chhatisgarh,Surguja
21175,SHITLA PRATAP SINGH COMPUTER TECHNOLOGY UMARIA   ,Madhya Pradesh,Umaria
21176,SHREE SAI COMPUTERS BHOPAL   ,Madhya Pradesh,Bhopal
